"RES#","T","Rock unit","C","Comp","Craton","Slat","Slon","LMA","HMA","Isoage","Met","Age references","Age","B","N","P","R%","D","I","alfa95","k","s","S","lambda","Theta","Plat","Plon","dp","dm","A95","1","2","3","4","5","6","AV","Authors","Title","Journal","Year","Vol","Pages","Comments","Recalculation","DOI"
"29761","m","Gatineau Hills metamorphic rocks -N","CA","","Laurentia-Grenville","45.6","283.3","900","1200","900, 1100-1700","d, e/f, g","APWP, Brett and Dunlop (2008)","1000","8","43","N","0","278.1","-65.3","5.6","100.5","8.1","11.9","47.4","137.4","-27.5","152.2","7.3","9.0","8.1","0","1","0","0","0","1","2","Irving, E., Park, J.K., Roy, J.L.","Palaeomagnetism and the origin of the Grenville Front","Nature","1972","236","344-346","","0","https://doi.org/10.1038/236344a0"
"2416","i","Chibougamau greenstone belt","CA","CH","Laurentia-Superior","49.9","285.6","900","1100","","s","GPMDB 4.6","1000","5","23","N","0","119.0","51.0","20.7","15.0","20.9","24.1","31.7","58.3","-7.0","155.0","19.0","28.0","23.1","0","0","1","0","0","0","1","Ueno, H., Irving, E.","Paleomagnetism of the Chibougamau Greenstone Belt, Quebec, and the effects of the Grenvillian post-orogenic uplift","Prec. Res.","1976","3","303-315","","0","https://doi.org/10.1016/0301-9268(76)90024-3"
"437","m","Limpopo Belt metamorphics","BW","C","Kalahari","-22.0","28.5","0","2000","2450-2750, 1980 ± 39","f, e","GPMDB 4.6","1000","12","77","N","0","357.2","-66.4","10.0","19.4","18.4","27.7","48.9","138.9","63.5","213.1","13.4","16.3","14.8","0","1","1","0","0","0","2","Morgan, G.E.","The paleomagnetism and cooling history of metamorphic and igneous rocks from the Limpopo Belt, southern Africa","Geol. Soc. Am. Bull.","1985","96","663-675","CRM younger than A component but could be PEF.","0","https://doi.org/10.1130/0016-7606(1985)96<663:TPACHO>2.0.CO;2"
"10720","m","Frontenac Grenvillian metasediments A -C","CA","A","Laurentia-Grenville","45.0","283.6","945","1055","1000, 920","c, a","Brett and Dunlop (2008)","1000","8","82","C","87","87.3","67.8","11.2","16.1","20.2","31.1","50.8","39.2","-34.7","153.7","15.7","18.8","17.2","0","1","1","0","1","1","4","Brett, J.S., Dunlop, D.J.","Paleomagnetism of the Central Metasedimentary Belt, Grenville Province, Ontario: Differential uplift or collision of terranes?","Earth Plan. Sci. Lett.","2008","266","125-139","","0","https://doi.org/10.1016/j.epsl.2007.11.005"
"2912","s","Lower Buanji series","TZ","","Congo","-8.9","34.1","0","2000","","s","Manya (2013)","1000","6","25","N","0","358.0","-20.0","9.0","60.0","10.5","8.7","10.3","100.3","87.0","263.0","4.9","9.3","6.8","0","0","0","0","1","0","1","Piper, J.D.A.","Palaeomagnetic correlations of Precambrian formations of East-Central Africa and their tectonic implications","Tectonophys.","1975","26","135-161","Buanji lavas 1674 ± 15 Ma (SHRIMP zircon), but direction looks like PEF, max. age from Usagaran basement.","0","https://doi.org/10.1016/0040-1951(75)90118-3"
"2503","i","Kigonero flags","TZ","","Congo","-5.0","30.0","800","1200","","s","Deblond et al. (2001)","1000","4","20","R","100","280.5","-46.8","27.0","12.8","22.6","24.6","28","118","12.0","273.0","22.3","34.5","27.7","0","0","0","0","1","0","1","Piper, J.D.A.","A palaeomagnetic study of the Bukoban System, Tanzania","Geophys. JRAS","1972","28","111-127","","0","https://doi.org/10.1111/j.1365-246X.1972.tb06116.x"
"5836","i","Shabogamo gabbro","CA","Near Front","Laurentia-Grenville","53.6","295.0","950","1050","","a","APWP","1000","10","85","R","100","104.4","35.4","15.2","10.0","25.6","24.2","19.6","70.4","-7.5","181.9","9.3","16.5","12.4","0","1","0","0","0","0","1","Fahrig, W.F., Christie, K.W., Schwarz, E.J.","Paleomagnetism of the Mealy Mountain Anorthosite Suite and of the Shabogamo Gabbro, Labrador, Canada","Can. J. Earth Sci.","1974","11","18-29","Grenvillian overprint, sites close to Grenville Front. See also entry 2609.","0","https://doi.org/10.1139/e74-002"
"63262","i","Itaju do Colônia dykes -R","BR","","São Francisco","-15.2","320.4","920","1080","1012 ± 24, 1078 ± 18","c, a","D'Agrella-Filho et al. (1990)","1000","10","30","R","100","280.3","70.1","9.9","25.0","16.2","26","54.1","35.9","-5.4","290.3","14.7","17.1","15.9","0","1","1","0","1","1","4","D'Agrella-Filho, M.S., Pacca, I.G., Renne, P.R., Onstott, T.C., Teixeira, W.","Paleomagnetism of Middle Proterozoic (1.01 to 1.08 Ga) mafic dykes in southeastern Bahia State - São Francisco Craton, Brazil","Earth Plan. Sci. Lett.","1990","101","332-348","An antiparallel reversal. Ages discussed by Raposo and D'Agrella-Filho (2000).","0","https://doi.org/10.1016/0012-821X(90)90164-S"
"9143","i","Salvador dykes -R","BR","A","São Francisco","-12.9","321.6","920","1080","","a","APWP","1000","7","20","R","100","290.7","64.7","7.5","65.2","10","14.6","46.6","43.4","5.6","282.6","9.7","12.1","10.8","0","0","1","1","1","0","3","D'Agrella-Filho, M.S., Pacca, I.I.G., Trindade, R.I.F., Teixeira, W., Raposo, M.I.B., Onstott, T.C.","Paleomagnetism and 40Ar/39Ar ages of mafic dikes from Salvador (Brazil): new constraints on the São Francisco craton APW path between 1080 and 1010 Ma","Prec. Res.","2004","132","55-77","R polarity undated, but age of Olivença is 1078 ± 18 Ma.","0","https://doi.org/10.1016/j.precamres.2004.02.003"
"1710","i","Mealy dykes","CA","B","Laurentia-Grenville","53.4","301.2","900","1100","1380 ± 54, 1078 ± 48, 1123 ± 50","e/f, d","GPMDB 4.6","1000","18","74","N","0","304.9","-75.6","10.5","12.0","23.4","41.2","62.8","152.8","-34.2","147.9","17.6","19.2","18.4","0","1","1","0","1","0","3","Park, J.K., Emslie, R.F.","Paleomagnetic history of the Mealy dykes of Labrador, Canada","Can. J. Earth Sci.","1983","20","1818-1833","Suggested  Grenvillian overprint.","0","https://doi.org/10.1139/e83-173"
"966","s","Nanfen formation, Fuzhou","CN","","North China","41.0","120.0","924","1077","","corr.","Zhang et al. (2016)","1001","14","14","N","0","31.0","72.0","6.0","38.9","13","21.6","57","33","64.0","162.0","9.3","10.6","9.9","0","0","0","0","1","0","1","Zhang, H., Zhang, W.","Palaeomagnetic data, Late Precambrian magnetostratigraphy and tectonic evolution of eastern China","Prec. Res.","1985","29","65-75","","0","https://doi.org/10.1016/0301-9268(85)90060-9"
"964","s","Changlingzi formation, Fuzhou","CN","","North China","41.0","120.0","924","1077","","corr.","Zhang et al. (2016)","1001","19","19","N","0","63.0","72.0","14.0","5.3","35.2","58.5","57","33","47.0","166.0","21.8","24.7","23.2","0","0","0","0","1","0","1","Zhang, H., Zhang, W.","Palaeomagnetic data, Late Precambrian magnetostratigraphy and tectonic evolution of eastern China","Prec. Res.","1985","29","65-75","","0","https://doi.org/10.1016/0301-9268(85)90060-9"
"962","s","Ganzingzi formation, Fuzhou","CN","","North China","41.0","120.0","924","1077","","corr.","Zhang et al. (2016)","1001","14","14","N","0","30.0","69.0","8.0","21.9","17.3","27.3","52.5","37.5","66.0","169.0","11.5","13.6","12.5","0","0","0","0","1","0","1","Zhang, H., Zhang, W.","Palaeomagnetic data, Late Precambrian magnetostratigraphy and tectonic evolution of eastern China","Prec. Res.","1985","29","65-75","","0","https://doi.org/10.1016/0301-9268(85)90060-9"
"10564","s","Nanfen formation, Fuzhou","CN","","North China","41.3","123.7","924","1077","","a","Zhang et al. (2016)","1001","8","57","R","100","182.9","51.5","9.5","5.4","34.9","40.5","32.2","57.8","-16.5","121.1","8.8","12.9","10.7","0","0","1","0","1","0","2","Lin, J.L.","The Apparent Polar Wander Paths for the North and South China
Blocks","PhD thesis, University of California, Santa Barbara","1984","","248pp.","","0",""
"967","s","Diayutai formation, Fuzhou","CN","","North China","41.0","120.0","924","1077","818","corr.","Zhang et al. (2016)","1001","2","22*","N","0","28.0","39.0","11.0","7.4","29.8","29.2","22","68","61.0","239.0","7.8","13.1","10.1","0","0","0","0","1","0","1","Zhang, H., Zhang, W.","Palaeomagnetic data, Late Precambrian magnetostratigraphy and tectonic evolution of eastern China","Prec. Res.","1985","29","65-75","","0","https://doi.org/10.1016/0301-9268(85)90060-9"
"965","s","Qiatou formation, Fuzhou","CN","","North China","41.0","120.0","924","1077","","corr.","Zhang et al. (2016)","1001","4","4","M","?","259.0","-64.0","9.0","60.5","10.4","15","45.7","135.7","34.0","177.0","11.4","14.3","12.8","0","0","0","0","1","1","2","Zhang, H., Zhang, W.","Palaeomagnetic data, Late Precambrian magnetostratigraphy and tectonic evolution of eastern China","Prec. Res.","1985","29","65-75","In age, 723 Ma overlies, 787 Ma (K-Ar) underlies.","0","https://doi.org/10.1016/0301-9268(85)90060-9"
"963","s","Nangualing formation","CN","","North China","41.0","120.0","924","1077","","corr.","Zhang et al. (2016)","1001","12","12","N","0","35.0","49.0","9.0","20.2","18","20.2","29.9","60.1","60.0","219.0","7.9","11.9","9.7","0","0","0","0","1","0","1","Zhang, H., Zhang, W.","Palaeomagnetic data, Late Precambrian magnetostratigraphy and tectonic evolution of eastern China","Prec. Res.","1985","29","65-75","","0","https://doi.org/10.1016/0301-9268(85)90060-9"
"9135","i","Port Edward pluton","ZA","","Natal-Namaqua","-31.0","30.3","999","1084","1004 ± 5, 1025 ± 8, 1082 ± 2","c, g","Jacobs et al. (1997), Eglington et al. (2003)","1004","5","36","R","100","97.8","-45.6","4.3","317.0","4.5","4.9","27","117","-7.4","327.8","3.5","5.5","4.4","1","1","1","0","0","0","3","Gose, W.A., Johnston, S.T., Thomas, R.J.","Age of magnetization of Mesoproterozoic rocks from the Natal sector of the Namaqua-Natal belt, South Africa","J. Afr. Earth Sci.","2004","40","137-145","Ar-Ar age from Mzumbe terrane used here as the age of magnetization, because of delayed acquisition of magnetization.","0","https://doi.org/10.1016/j.jafrearsci.2004.11.003"
"6802","i","Kandykskaya suite intrusions and baked contacts","RU","","Siberia-Aldan/Uchur-Maya","59.4","136.4","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","11*","R","100","132.0","37.0","7.0","34.0","13.9","13.3","20.6","69.4","-1.0","180.0","4.8","8.2","6.3","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"6807","i","Kandykskaya suite intrusions","RU","loc. 2","Siberia-Aldan","59.4","136.4","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","21*","R","100","141.0","33.0","3.0","115.0","7.6","7","18","72","-6.0","173.0","1.9","3.4","2.5","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"13472","s","Turukhansk formation (T1) -R","RU","HT","Siberia-Turukhansk","65.8","88.1","980","1030","","a, corr.","APWP, Pavlov et al. (2019)","1005","1","18*","R","100","72.2","-28.3","44.6","5.4","34.9","30.8","15.1","105.1","6.7","20.3","3.2","5.9","4.3","0","0","1","1","1","1","4","Pavlov, V.E., Gallet, Y., Petrov, P.Yu.","A new Siberian record of the ∼1.0 Gyr-old Maya superchron","Prec. Res.","2019","320","350-370","Above Burovaya","0","https://doi.org/10.1016/j.precamres.2018.11.005"
"6800","s","Kandykskaya suite sediments","RU","","Siberia-Aldan/Uchur-Maya","59.4","136.2","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","3*","R","100","147.0","36.0","15.0","28.0","15.3","14.5","20","70","-6.0","167.0","10.1","17.4","13.3","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"6805","i","Kandykskaya suite intrusions and baked contacts","RU","","Siberia-Aldan/Uchur-Maya","59.4","136.4","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","21*","R","100","137.0","34.0","4.0","48.0","11.7","10.9","18.6","71.4","-4.0","177.0","2.6","4.6","3.5","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"13470","s","Turukhansk formation (T1) -C","RU","HT","Siberia-Turukhansk","65.8","88.1","980","1030","","a, corr.","APWP, Pavlov et al. (2019)","1005","1","35*","C","51","255.0","27.3","41.2","3.8","41.6","36.5","14.5","75.5","7.2","17.6","2.3","4.1","3.1","0","1","1","1","1","1","5","Pavlov, V.E., Gallet, Y., Petrov, P.Yu.","A new Siberian record of the ∼1.0 Gyr-old Maya superchron","Prec. Res.","2019","320","350-370","Above Burovaya","0","https://doi.org/10.1016/j.precamres.2018.11.005"
"6810","i","Kandykskaya suite intrusions","RU","loc. 5","Siberia-Aldan/Uchur-Maya","59.4","136.4","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","28*","R","100","135.0","34.0","5.0","25.0","16.2","15.1","18.6","71.4","-4.0","179.0","3.3","5.7","4.3","1","1","0","0","1","0","3","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"6803","s","Kandykskaya suite sediments","RU","loc. 1","Siberia-Aldan/Uchur-Maya","59.4","136.4","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","7*","R","100","141.0","37.0","6.0","73.0","9.5","9.1","20.6","69.4","-4.0","173.0","4.1","7.0","5.4","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"6808","i","Kandykskaya suite intrusions","RU","loc. 3","Siberia-Aldan/Uchur-Maya","59.4","136.4","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","16*","R","100","137.0","36.0","6.0","31.0","14.5","13.8","20","70","-3.0","176.0","4.0","7.0","5.3","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"6801","i","Kandykskaya suite intrusions","RU","","Siberia-Aldan","59.4","136.2","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","7*","R","100","138.0","27.0","19.0","7.0","30.6","26.8","14.3","75.7","-9.0","177.0","11.2","20.7","15.2","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"6806","i","Kandykskaya suite intrusions","RU","loc. 1","Siberia-Aldan/Uchur-Maya","59.4","136.4","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","14*","R","100","135.0","36.0","6.0","34.0","13.9","13.2","20","70","-3.0","178.0","4.0","7.0","5.3","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"13471","s","Turukhansk formation (T1) -N","RU","HT","Siberia-Turukhansk","65.8","88.1","980","1030","","a, corr.","APWP, Pavlov et al. (2019)","1005","1","17*","N","0","257.7","26.3","39.5","5.6","34.2","29.8","13.9","76.1","7.7","14.9","3.3","6.1","4.5","0","0","1","1","1","1","4","Pavlov, V.E., Gallet, Y., Petrov, P.Yu.","A new Siberian record of the ∼1.0 Gyr-old Maya superchron","Prec. Res.","2019","320","350-370","Above Burovaya","0","https://doi.org/10.1016/j.precamres.2018.11.005"
"6811","s","Kandykskaya suite (comb.)","RU","comb.","Siberia-Aldan/Uchur-Maya","59.4","136.3","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","11","140","R","100","139.0","35.0","3.0","266.0","5","4.7","19.3","70.7","-4.0","175.0","2.0","3.5","2.6","1","1","1","0","1","0","4","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Combined  6800-6810.","0",""
"6804","s","Kandykskaya suite sediments","RU","loc. 2","Siberia-Aldan/Uchur-Maya","59.3","136.3","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","10*","R","100","143.0","42.0","18.0","6.0","33.1","33.7","24.2","65.8","-1.0","169.0","13.6","22.1","17.3","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"8935","s","Kandykskaya suite (comb.)","RU","","Siberia-Aldan/Uchur-Maya","59.4","136.4","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","8","116*","R","100","136.9","35.8","5.0","125.3","7.2","6.9","19.8","70.2","-3.1","176.5","3.4","5.8","4.4","1","1","1","1","1","0","5","Pavlov, V.E., Gallet, Y., Petrov, P.Yu., Zhuravlev, D.Z., Shatsillo, A.V.","The Ui Group and Late Riphean sills in the Uchur-Maya area: isotopic and paleomagnetic data and the problem of the Rodinia supercontinent","Geotectonics","2002","38","26-41","Age on a sill intruding Kandyk. Sills most likely tilted with siltstones.","0",""
"6809","i","Kandykskaya suite intrusions","RU","loc. 4","Siberia-Aldan/Uchur-Maya","59.4","136.4","1001","1009","942 ± 19, 974 ± 7, 1005 ± 4","h, g","Rainbird et al. (1998)","1005","1","*22","R","100","140.0","35.0","4.0","52.0","11.2","10.6","19.3","70.7","-5.0","174.0","2.7","4.6","3.5","1","0","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Age on a sill intruding Kandyk.","0",""
"10896","i","Mattawa unbaked tonalithic gneiss (country rock)","CA","","Laurentia-Grenville","46.3","281.2","1007","1011","1009 ± 2","c","Hyodo and Dunlop (1993)","1009","1","30*","N","0","312.0","-72.0","3.2","66.0","10","16.6","57","147","-21.0","127.0","5.0","5.6","5.3","1","1","1","0","0","0","3","Hyodo, H., Dunlop, D.J.","Effect of Anisotropy on the Paleomagnetic Contact Test for a Grenville Dike","J. Geophys. Res.","1993","98","7997-8017","This is VGP and corrected for anisotropy.","0","https://doi.org/10.1029/92JB02915"
"6814","s","Ignikanskaya suite","RU","loc. 2","Siberia-Aldan/Uchur-Maya","58.9","135.1","1005","1015","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1010","1","30*","R","100","119.0","-7.0","7.0","14.0","21.6","17.2","3.5","93.5","-17.0","202.0","3.5","7.0","4.9","0","1","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Included in 6816.","0",""
"8840","s","Ignikan formation","RU","loc. 2","Siberia-Aldan/Uchur-Maya","58.9","135.1","1005","1015","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1010","1","11*","N","0","296.4","3.2","11.9","15.6","20.5","16.2","1.6","88.4","-14.7","202.9","6.0","11.9","8.4","0","0","1","0","1","0","2","Pavlov, V.E., Gallet, Y., Shatsillo, A.V.","Palaeomagnetism of the Upper Riphean Lakhanda Group of the Uchur-Maya area and a hypothesis of the Late Proterozoic supercontinent","Fizika Zemli","2000","8","23-34","","0",""
"6812","s","Ignikanskaya suite","RU","","Siberia-Aldan/Uchur-Maya","57.6","136.3","1005","1015","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1010","1","18*","R","100","115.0","-5.0","8.0","17.0","19.6","15.6","2.5","92.5","-15.0","206.0","4.0","8.0","5.7","0","0","0","0","1","0","1","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","","0",""
"6815","s","Ignikanskaya suite","RU","loc. 3","Siberia-Aldan/Uchur-Maya","58.5","135.3","1005","1015","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1010","1","11*","R","100","118.0","-7.0","12.0","13.0","22.5","17.9","3.5","93.5","-17.0","203.0","6.1","12.1","8.6","0","0","0","0","1","0","1","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Included in 6816.","0",""
"8841","s","Ignikan formation","RU","comb.","Siberia-Aldan/Uchur-Maya","58.7","135.2","1005","1015","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1010","2","15*","N","0","300.0","5.0","10.4","14.5","21.3","16.9","2.5","87.5","-16.0","201.4","5.2","10.4","7.4","0","0","1","0","1","0","2","Pavlov, V.E., Gallet, Y., Shatsillo, A.V.","Palaeomagnetism of the Upper Riphean Lakhanda Group of the Uchur-Maya area and a hypothesis of the Late Proterozoic supercontinent","Fizika Zemli","2000","8","23-34","Combined  8839-8840.","0",""
"6813","s","Ignikanskaya suite","RU","loc. 1","Siberia-Aldan/Uchur-Maya","58.9","135.1","1005","1015","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1010","1","17*","R","100","118.0","-7.0","10.0","12.0","23.4","18.6","3.5","93.5","-17.0","203.0","5.1","10.1","7.2","0","0","0","0","1","0","1","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Included in 6816.","0",""
"8839","s","Ignikan formation","RU","loc. 1","Siberia-Aldan/Uchur-Maya","58.5","135.3","1005","1015","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1010","1","4*","N","0","303.6","6.8","26.5","13.0","22.5","17.9","3.4","86.6","-19.8","197.4","13.4","26.6","18.9","0","0","1","0","1","0","2","Pavlov, V.E., Gallet, Y., Shatsillo, A.V.","Palaeomagnetism of the Upper Riphean Lakhanda Group of the Uchur-Maya area and a hypothesis of the Late Proterozoic supercontinent","Fizika Zemli","2000","8","23-34","","0",""
"6816","s","Ignikanskaya suite (comb.)","RU","comb.","Siberia-Aldan/Uchur-Maya","58.8","135.2","1005","1015","","s","Rainbird et al. (1998), Khudoley et al. (2001)","1010","3","58*","R","100","118.3","-7.0","0.9","999.9","2.6","2","3.5","93.5","-17.3","202.2","0.4","0.9","0.6","0","1","0","0","1","0","2","Pavlov, V.E.","Paleomagnetic directions and paleomagnetic pole positions: Data for the former USSR - Issue 8","VNIGRI Institute","1993","","Catalogue","Combined 6813-6815.","0",""
"13465","s","Burovaya formation (B1)","RU","HT","Siberia-Turukhansk","65.8","88.2","985","1035","","a, corr.","APWP, Pavlov et al. (2019)","1010","1","39*","N","0","241.2","14.6","3.6","42.5","12.4","10.1","7.4","82.6","-4.5","27.6","1.9","3.7","2.7","0","1","1","1","1","1","5","Pavlov, V.E., Gallet, Y., Petrov, P.Yu.","A new Siberian record of the ∼1.0 Gyr-old Maya superchron","Prec. Res.","2019","320","350-370","Above Derevnya","0","https://doi.org/10.1016/j.precamres.2018.11.005"
"5537","s","Katav & Zilmerdak grps. (comb.)","RU","1-8","Baltica-Ural","53.0","57.0","930","1100","","d","GPMDB 4.6","1015","250","668","M","13","42.0","33.0","11.0","27.0","15.6","14.4","18","72","43.0","178.0","7.1","12.5","9.4","0","1","0","0","1","1","3","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 2","Soviet Geophysical Committee: World Data Center-B (Moscow)","1973","","Catalogue","Combined 5529-5536.","0",""
"2608","i","Mealy Mountain anorthosites","CA","E","Laurentia-Grenville","53.0","300.0","965","1065","","a","APWP","1015","14","66","N","0","87.0","65.0","7.2","35.0","13.7","20.1","47","43","-37.9","178.3","9.1","9.1","9.1","0","1","1","0","0","0","2","Fahrig, W.F., Christie, K.W., Schwarz, E.J.","Paleomagnetism of the Mealy Mountain Anorthosite Suite and of the Shabogamo Gabbro, Labrador, Canada","Can. J. Earth Sci.","1974","11","18-29","Max. age 1640 ± 3 Ma, but could be as young as apex of Grenville loop (1015 ± 15 Ma, Warnock et al. 2000)","0","https://doi.org/10.1139/e74-002"
"908","i","Bamble intrusion","NO","B2","Baltica-Rest","58.9","9.5","965","1065","950-1080","d","Bingen et al. (1998a)","1015","7","39","N","0","187.8","-36.9","10.0","38.0","13.1","12.6","20.6","110.6","51.3","177.7","6.8","11.7","8.9","0","1","1","0","0","0","2","Stearn, J.E.F., Piper, J.D.A.","Palaeomagnetism of the Sveconorwegian mobile belt of the Fennoscandian Shield","Prec. Res.","1984","23","201-246","Wide range of isotopic ages.","0","https://doi.org/10.1016/0301-9268(84)90045-7"
"9165","i","Haliburton intrusions","CA","A","Laurentia-Grenville","45.0","281.4","1000","1030","980 ± 10, 1032-1046, 959-998","c, g","GPMDB 4.6","1015","17","59","N","0","277.5","-71.8","3.8","23.0","16.9","28","56.7","146.7","-32.6","141.9","5.9","6.7","6.3","1","1","1","0","0","0","3","Warnock, A.C., Kodama, K.P., Zeitler, P.K.","Using thermochronometry and low-temperature demagnetization to accurately date Precambrian paleomagnetic poles","J. Geophys. Res.","2000","105","19435-19453","New data combined with  2242, age reconsidered.","0","https://doi.org/10.1029/2000JB900114"
"5530","s","Katav & Zilmerdak groups","RU","2","Baltica-Ural","53.0","57.0","930","1100","","d","GPMDB 4.6","1015","57","164","M","53","27.0","22.0","10.0","8.0","28.6","24.2","11.4","78.6","43.0","200.0","5.6","10.6","7.7","0","0","0","0","1","1","2","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","Included in 5537.","0",""
"5535","s","Katav & Zilmerdak groups","RU","7","Baltica-Ural","53.0","57.0","930","1100","","d","GPMDB 4.6","1015","13","31","N","0","40.0","31.0","15.0","8.0","28.6","25.9","16.7","73.3","42.0","181.0","9.4","16.8","12.6","0","0","0","0","1","0","1","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","Included in 5537.","0",""
"906","i","Bamble intrusion, A3 -C","NO","A3","Baltica-Rest","58.9","9.5","965","1065","950-1080","d","Bingen et al. (1998a)","1015","6","32","C","17","305.7","-64.1","9.2","55.0","10.9","15.8","45.8","135.8","-23.9","207.5","11.6","14.6","13","0","1","1","0","0","1","3","Stearn, J.E.F., Piper, J.D.A.","Palaeomagnetism of the Sveconorwegian mobile belt of the Fennoscandian Shield","Prec. Res.","1984","23","201-246","Wide range of isotopic ages.","0","https://doi.org/10.1016/0301-9268(84)90045-7"
"5528","s","Lower Katav group","RU","","Baltica-Ural","53.0","57.0","930","1000","","d","GPMDB 4.6","1015","33","85","R","100","179.0","29.0","14.0","11.0","24.4","21.7","15.5","74.5","21.0","238.0","8.5","15.4","11.4","0","1","0","0","1","0","2","Danukalov, N.F.","Paleomagnetic directions and pole positions: Data for the USSR - Issue 4","Soviet Geophysical Committee: World Data Center-B (Moscow)","1979","","Catalogue","","0",""
