"RES#","T","Rock unit","C","Comp","Craton","Slat","Slon","LMA","HMA","Isoage","Met","Age references","Age","B","N","P","R%","D","I","alfa95","k","s","S","lambda","Theta","Plat","Plon","dp","dm","A95","1","2","3","4","5","6","AV","Authors","Title","Journal","Year","Vol","Pages","Comments","Recalculation","DOI"
"1311","i","Thunder Bay Pigeon-Rossport dykes and baked rocks -R","CA","","Laurentia-Superior","48.4","271.2","1090","1130","","corr.","R correlation, GPMDB 4.6","1110","17","83","R","100","112.3","-68.4","4.9","53.0","11.1","17.4","51.6","141.6","48.0","212.2","7.0","8.3","7.6","0","1","1","1","1","0","4","Pesonen, L.J.","Paleomagnetism of Late Precambrian Keweenawan igneous and baked contact rocks from Thunder Bay district, northern Lake Superior","Bull. Geol. Soc. Fin.","1979","51","27-44","Nonantiparallelity with N dykes  due to age difference. These dykes cut Logan R sills.","0",""
"10593","i","Gunflint Keweenawan dykes - R","US","","Laurentia-Superior","48.5","270.8","1060","1160","","a","APWP","1110","?","34*","R","100","89.5","-77.4","3.4","54.0","11","20","65.9","155.9","43.0","237.4","6.0","6.4","6.2","0","1","1","1","1","0","4","Purucker, M.","Time of the formation of soft iron ore on the Gunflint and Mesabi ranges (Ontario, Canada and Minnesota, USA)","Econ. Geol.","1983","78","502-506","Age can be also 1650 or even 2100 Ma, here est. 1110 Ma.","0","https://doi.org/10.2113/gsecongeo.78.3.502"
"10707","i","Eastern Dharwar kimberlites (CG, G1, G2 and KL3)","IN","","India-Dharwar","15.5","77.0","1070","1150","1120 ± 18, 1128 ± 12, 1098 ± 12","g, e","Chalapathi Rao et al. (2013), Kumar et al. (2001)","1110","4","21","N","0","39.0","-16.0","15.2","32.6","14.2","11.6","8.2","98.2","44.5","195.4","8.0","15.6","11.2","1","0","1","0","1","0","3","Venkateshwarlu, M., Chalapathi Rao, N.V.","New palaeomagnetic and rock magnetic results on Mesoproterozoic kimberlites from the Eastern India-Dharwar craton, southern India: Towards constraining India's position in Rodinia","Prec. Res.","2013","224","588-596","Authors prefer the NE up direction as primary and thus reject the previous interpretation (SE - steep up is primary)","0","https://doi.org/10.1016/j.precamres.2012.11.003"
"10586","i","Thunder Bay sills and baked rocks -R","CA","","Laurentia-Superior","48.3","271.0","1090","1130","","corr.","R correlation, GPMDB 4.6","1110","10","49","R","100","112.6","-70.2","6.5","55.0","10.9","17.6","54.2","144.2","49.3","215.7","9.7","11.2","10.4","1","1","1","1","1","0","5","Pesonen, L.J.","Paleomagnetism of Late Precambrian Keweenawan igneous and baked contact rocks from Thunder Bay district, northern Lake Superior","Bull. Geol. Soc. Fin.","1979","51","27-44","Sills located in area from Thunder Bay to Nipigon to Rossport.","0",""
"10606","i","Wajrakarur kimberlite","IN","","India-Dharwar","15.1","77.4","1000","1180","1113 ± 3, 1105 ± 12, 1102 ± 23","g, d, f, e","Chalapathi Rao et al. (2013), Osborne et al. (2011)","1110","2","12*","N","0","104.0","-39.0","11.0","16.5","19.9","19.6","22","112","18.3","5.7","13.1","7.8","10.1","1","0","0","0","1","0","2","Bhimasankaram, V.L.S., Pal, P.C.","Paleomagnetism of India; a review","Proceedings of II IMP Symposium, National Geophysical Research Institute, Hyderabad","1970","","","Intermediate direction, probably older than steep direction of other Wajrakarur","0",""
"9079","s","Gunflint formation, baked magnetite -R","CA","","Laurentia-Superior","48.5","271.0","1100","1120","1878,3 ± 1.3","a, g","APWP, GPMDB 4.6","1110","1","29*","R","100","86.7","-54.6","5.8","21.9","17.3","21.2","35.1","125.1","23.5","208.2","5.7","8.1","6.8","1","1","1","0","1","0","4","Schmidt, P.W., Williams, G.E.","Reversal asymmetry in Mesoproterozoic overprinting of the 1.88-Ga Gunflint Formation, Ontario, Canada: non-dipole effects or apparent polar wander?","Tectonophys.","2003","377","7-32","Reversal test failed, assumed Keweenawan overprint.","0","https://doi.org/10.1016/j.tecto.2003.08.017"
"10761","i","Middleburg dolerites -N","ZA","","Kalahari","-26.9","28.5","1090","1130","","a","APWP","1110","1","6*","N","0","16.0","-14.8","3.9","292.0","4.7","3.9","7.5","97.5","65.3","69.3","2.1","4.0","2.9","0","0","1","0","1","1","3","Gose, W.A., Hanson, R.E., Dalziel, I.W.D., Pancake, J.A., Seidel, E.K.","Paleomagnetism of the 1.1 Ga Umkondo large igneous province in southern Africa","J. Geophys. Res.","2006","111","1-18","Tabulated by Gose et al. (2006) from data of Jones & McElhinny (1966).","0","https://doi.org/10.1029/2005JB003897"
"7551","i","Wajrakarur kimberlites, Lattavaram & Mulgiripalle","IN","","India-Dharwar","15.0","77.3","1073","1113","1099 ± 12, 1129 ± 12, 1123 ± 17","g, d, f, e","Chalapathi Rao et al. (2013), Osborne et al. (2011)","1110","2","22*","R","100","156.4","-71.1","6.3","25.2","16.1","26.4","55.6","145.6","-45.5","238.5","10.8","10.8","10.8","0","0","1","0","1","0","2","Miller, K. C., Hargraves, R. B.","Paleomagnetism of some Indian kimberlites and lamproites","Prec. Res.","1994","69","259-267","","0","https://doi.org/10.1016/0301-9268(94)90090-6"
"10601","i","Wajrakarur kimberlite -N","IN","","India-Dharwar","15.1","77.0","1000","1180","1099 ± 12, 1129 ± 12, 1123 ± 17","g, d, f, e","Chalapathi Rao et al. (2013), Osborne et al. (2011)","1110","6","27","N","0","181.1","80.9","17.0","16.4","20","37.9","72.2","17.8","2.7","257.1","31.6","32.8","32.2","0","0","1","0","1","1","3","Pesonen, L.J., Romu, I., Piispa, E., Dongre, A.N., Klein, R.","Paleomagnetic results of Wajrakarur kimberlites and other mafic dykes, Dharwar craton, India","Abstracts, Sup. Cont. Symp. 2012, ed. Mertanen et al.","2012","book","108-110","Scattered and semistable. N & R not antipodal. Contains results of Wajrakarul, Lattavaram, Chintalapalle and Chigicherla pipes.","0",""
"3426","i","Umkondo lavas and dolerites","ZW","comb.","Zimbabwe","-20.0","33.0","1107","1113","1110 ± 3, 1111 ± 2","a, g","Hanson et al. (2004a)","1110","18","100","R","100","178.0","-12.0","8.0","20.0","18.1","14.6","6.1","96.1","64.0","28.0","4.0","8.0","5.7","1","1","1","0","1","0","4","McElhinny, M.W.","The palaeomagnetism of the Umkondo Lavas, eastern Southern Rhodesia","Geophys. JRAS","1966","10","375-381","Combined 3447 and 3425. Data tabulated also by Gose et al. (2006). See Hanson et al. (2004) for U-Pb age information for Umkondo.","0","https://doi.org/10.1111/j.1365-246X.1966.tb03065.x"
"13314","s","Guperas formation sediments","NA","","Sinclair","-25.7","16.7","1099","1359","","a, g","APWP, Kasbohm et al. (2015)","1110","3","35","R","100","2.1","0.2","23.4","28.8","15.1","11.9","0.1","89.9","63.3","21.7","11.7","23.4","16.5","0","0","1","1","1","0","3","Panzik, J.E., Evans, D.A.D., Kasbohm, J.J., Hanson, R., Gose, W., Desormeau, J.","Using palaeomagnetism to determine late Mesoproterozoic palaeogeographic history and tectonic relations of the Sinclair terrane, Namaqua orogen, Namibia","Geol. Soc. Lon. Sp. Pub.","2016","424","","Stratigraphically younger than Barby lavas but older than Auburus sediments. Isotopic age from Guperas lavas.","0","https://doi.org/10.1144/SP424.10"
"10603","i","Wajrakarur kimberlites","IN","","India-Dharwar","15.1","77.4","1000","1100","1099 ± 12, 1129 ± 12, 1123 ± 17","g, d, f, e","Chalapathi Rao et al. (2013), Osborne et al. (2011)","1110","2","12*","R","100","179.3","44.6","18.8","178.0","6.1","6.4","26.2","63.8","48.7","258.4","14.9","23.7","18.8","0","0","0","0","1","0","1","Poornachandra Rao, G.V.S., Murti, C.S., Bhalla, M.S.","Palaeomagnetism of kimberlites around Wajrakarur, Anantapur district, Andhra Pradesh","Geophys. Res. Bull.","1984","22","105-116","Intermediate direction, probably younger than steep direction poles from Wajrakarur","0",""
"10595","i","Carlton County dykes of Minnesota -R","CA","","Laurentia-Superior","46.7","267.6","1100","1120","","a","APWP","1110","1","8*","R","100","108.7","-64.1","4.8","137.0","6.9","10","45.8","135.8","42.3","204.5","6.1","7.5","6.8","1","0","1","0","1","0","3","Green, J.C., Bornhorst, T.J., Chandler, V.W., Mudrey Jr., M.G., Myers, P.E., Pesonen, L.J., Wilband, J.T.","Keweenawan Dykes of the Lake Superior Region: Evidence for Evolution of the Middle Proterozoic Midcontinent Rift of North America","Mafic Dyke Swarms, ed. H.C. Halls, W.F. Fahrig, Geol. Assoc. Can.","1987","book","289-302","","0",""
"11162","i","Umkondo cooling units grand mean -R","ZA","","Kalahari","-23.2","28.3","1107","1113","1108.0 ± 0.9, 1109.3 ± 0.6, 1109.3 ± 0.4, 1112.0 ± 0.5, 1111.5 ± 0.4","g","Hanson et al. (2004a)","1110","43","552","R","100","185.4","-7.5","4.6","23.0","16.9","13.5","3.8","93.8","62.2","40.5","2.3","3.3","2.8","1","1","1","0","1","1","5","Swanson-Hysell, N.L., Kilian, T.M., Hanson, R.E.","A new grand mean paleomagnetic pole for the Umkondo Large Igneous Province with implications for paleogeography and the geomagnetic field","Geophys. J. Int.","2015","203","2237-2247","","0","https://doi.org/10.1093/gji/ggv402"
"10057","i","Botswana N-dolerites","BW","","Kalahari","-23.0","26.5","1107","1113","1109.3 ± 0.8, 1112.0 ± 0.5, 1109.3 ± 0.4","g","Hanson et al. (2004a)","1110","12","80","R","100","186.6","0.5","5.6","60.7","10.4","8.2","0.3","89.7","66.4","43.0","2.8","5.6","4","1","1","1","0","1","1","5","Gose, W.A., Hanson, R.E., Dalziel, I.W.D., Pancake, J.A., Seidel, E.K.","Paleomagnetism of the 1.1 Ga Umkondo large igneous province in southern Africa","J. Geophys. Res.","2006","111","1-18","Data from  Pancake (2001), Gose et al. (2006) and Jones & McElhinny (1966)  tabulated by Gose et al. (2006).","0","https://doi.org/10.1029/2005JB003897"
"1616","i","Marquette dykes","US","","Laurentia-Superior","46.6","272.5","1100","1120","","corr., s","R correlation","1110","14","76","R","100","115.0","-68.0","3.7","115.0","7.6","11.7","51.1","141.1","48.4","213.5","5.2","6.2","5.7","1","1","1","1","1","0","5","Pesonen, L.J., Halls, H.C.","The paleomagnetism of Keweenawan dikes from Baraga and Marquette Counties, northern Michigan","Can. J. Earth Sci.","1979","16","2136-2149","","0","https://doi.org/10.1139/e79-201"
"10319","m","Vredefort gabbro-pyroxenites","ZA","ovp.","Kalahari","-27.0","27.4","1060","1160","","a","APWP","1110","7","?","N","0","0.4","-10.2","9.3","42.8","12.4","9.9","5.1","95.1","68.2","28.5","4.8","9.4","6.7","0","0","1","0","0","0","1","McDonald, A.J., Andersen, H.T.","Paleomagnetic study of gabbros, ultrabasic rocks and granulites in the basement core of the Vredefort Dome","Thesis","1973","","","Most likely ovp.","0",""
"10658","i","Umkondo dolerites of Zimbabwe","ZW","","Zimbabwe","-19.0","32.8","1107","1113","1110 ± 3, 1111 ± 2","g","Hanson et al. (2004a)","1110","8","67","R","100","180.0","-8.7","5.7","95.4","8.3","6.6","4.4","94.4","66.6","32.8","2.9","5.8","4.1","0","1","1","0","1","0","3","Gose, W.A., Hanson, R.E., Dalziel, I.W.D., Pancake, J.A., Seidel, E.K.","Paleomagnetism of the 1.1 Ga Umkondo large igneous province in southern Africa","J. Geophys. Res.","2006","111","1-18","Data from McElhinny and Opdyke (1964) tabulated by Gose et al. (2006).","0","https://doi.org/10.1029/2005JB003897"
"10594","i","Gunflint iron formation baked by Keweenawan dykes","CA","","Laurentia-Superior","48.5","271.0","1060","1160","","a","APWP","1110","?","16*","R","100","132.5","-70.5","3.6","104.0","7.9","12.9","54.7","144.7","60.6","211.5","5.4","6.2","5.8","0","0","1","1","1","0","3","Purucker, M.","Time of the formation of soft iron ore on the Gunflint and Mesabi ranges (Ontario, Canada and Minnesota, USA)","Econ. Geol.","1983","78","502-506","Age (1150 Ma) quoted in paper, here adjusted, est. 1110 Ma.","0","https://doi.org/10.2113/gsecongeo.78.3.502"
"10649","i","Umkondo dyke, W Zimbabwe","ZW","","Zimbabwe","-18.0","31.5","1107","1113","1110 ± 3, 1111 ± 2","g","Hanson et al. (2004a)","1110","1","5*","R","100","181.4","-15.6","7.9","95.3","8.3","6.8","7.9","97.9","64.1","34.7","4.2","7.9","5.8","0","0","1","0","1","1","3","Wilson, J.F., Jones, D.L., Kramers, J.D.","Mafic Dyke Swarms in Zimbabwe","Mafic Dyke Swarms, ed. H.C. Halls, W.F. Fahrig, Geol. Assoc. Can.","1987","book","433-444","","0",""
"11160","i","Umkondo cooling units grand mean -C","ZA","","Kalahari","-23.3","28.2","1107","1113","1108.0 ± 0.9, 1109.3 ± 0.6, 1109.3 ± 0.4, 1112.0 ± 0.5, 1111.5 ± 0.4, 1108.6 ± 1.2, 1108.5 ± 0.8","g","Hanson et al. (2004a)","1110","46","586","C","93","186.0","-6.2","4.6","22.1","17.2","13.7","3.1","93.1","64.0","38.8","2.3","4.6","3.3","1","1","1","0","1","1","5","Swanson-Hysell, N.L., Kilian, T.M., Hanson, R.E.","A new grand mean paleomagnetic pole for the Umkondo Large Igneous Province with implications for paleogeography and the geomagnetic field","Geophys. J. Int.","2015","203","2237-2247","","0","https://doi.org/10.1093/gji/ggv402"
"10647","i","Post-Waterberg dolerites, Umkondo-type","ZA","","Kalahari","-23.7","28.1","1109","1111","1109.8 ± 0.8","g","Hanson et al. (2004a)","1110","11","94","R","100","183.2","-16.2","14.4","11.0","24.4","20","8.3","98.3","57.9","34.1","7.7","14.9","10.7","1","1","1","0","1","0","4","Gose, W.A., Hanson, R.E., Dalziel, I.W.D., Pancake, J.A., Seidel, E.K.","Paleomagnetism of the 1.1 Ga Umkondo large igneous province in southern Africa","J. Geophys. Res.","2006","111","1-18","Tabulated by Gose et al. (2006) from data of Gose et al. (2006), Hanson et al. (2004) and Jones & McElhinny (1966).","0","https://doi.org/10.1029/2005JB003897"
"10762","i","Middleburg dolerites -R","ZA","","Kalahari","-25.6","29.3","1090","1130","","a","APWP","1110","10","112","R","100","187.0","-0.4","9.1","28.9","15.1","11.9","0.2","90.2","63.3","44.9","4.6","9.1","6.5","0","1","1","0","1","1","4","Gose, W.A., Hanson, R.E., Dalziel, I.W.D., Pancake, J.A., Seidel, E.K.","Paleomagnetism of the 1.1 Ga Umkondo large igneous province in southern Africa","J. Geophys. Res.","2006","111","1-18","Tabulated by Gose et al. (2006) from data of Gose et al. (2006), Seidel (2004) and Jones & McElhinny (1966).","0","https://doi.org/10.1029/2005JB003897"
"10602","i","Wajrakarur kimberlite -R","IN","","India-Dharwar","15.1","77.0","1000","1180","1099 ± 12, 1129 ± 12, 1123 ± 17","g, d, f, e","Chalapathi Rao et al. (2013), Osborne et al. (2011)","1110","3","7","R","100","177.6","-71.2","41.0","10.1","25.5","41.8","55.8","145.8","-49.3","255.4","62.5","71.6","66.9","0","0","1","0","1","1","3","Pesonen, L.J., Romu, I., Piispa, E., Dongre, A.N., Klein, R.","Paleomagnetic results of Wajrakarur kimberlites and other mafic dykes, Dharwar craton, India","Abstracts, Sup. Cont. Symp. 2012, ed. Mertanen et al.","2012","book","108-110","Scattered and semistable. N & R not antipodal. Contains results of Wajrakarul, Lattavaram, Chintalapalle and Chigicherla pipes.","0",""
"3437","i","Post-Waterberg diabases - Umkondo type","ZA","","Kalahari","-25.0","28.0","1107","1113","1110 ± 3","g","Hanson et al. (2004a)","1110","13","90","M","8","189.6","2.3","8.0","31.3","14.5","11.5","1.2","88.8","65.0","50.5","4.0","8.0","5.7","1","1","0","1","1","1","5","Jones, D.L., McElhinny, M.W.","Paleomagnetic correlation of basic intrusions in the Precambrian of Southern Africa","J. Geophys. Res.","1966","71","543-552","Data included in table of Gose et al. (2006).","0","https://doi.org/10.1029/JZ071i002p00543"
"10600","i","Wajrakarur kimberlite -C","IN","","India-Dharwar","15.1","77.0","1000","1180","1099 ± 12, 1129 ± 12, 1123 ± 17","g, d, f, e","Chalapathi Rao et al. (2013), Osborne et al. (2011)","1110","9","34","C","33","92.2","-89.6","16.2","11.0","24.4","48.8","89.2","179.2","-15.4","300.6","32.4","32.4","32.4","0","0","1","0","1","1","3","Pesonen, L.J., Romu, I., Piispa, E., Dongre, A.N., Klein, R.","Paleomagnetic results of Wajrakarur kimberlites and other mafic dykes, Dharwar craton, India","Abstracts, Sup. Cont. Symp. 2012, ed. Mertanen et al.","2012","book","108-110","Scattered and semistable. N & R not antipodal. Contains results of Wajrakarul, Lattavaram, Chintalapalle and Chigicherla pipes.","0",""
"7530","i","Grønnedal-Íka alkaline complex (ovp.)","DK","B","Greenland / Gardar","61.2","312.0","1000","1200","","a","APWP","1110","1","13*","N","0","302.7","50.6","9.9","19.0","18.6","21.3","31.3","58.7","42.7","209.9","8.9","13.3","10.9","0","0","1","0","1","0","2","Piper, J.D.A.","Palaeomagnetism of the Mesoproterozoic Grønnedal-Íka alkaline complex, Southwest Greenland","Prec. Res.","1994","69","51-60","Gardar age estimated, fairly shallow inclination.","0","https://doi.org/10.1016/0301-9268(94)90078-7"
"3425","i","Umkondo lavas","ZW","","Zimbabwe","-20.0","32.0","1107","1113","1110 ± 3","g","Hanson et al. (2004a)","1110","9","21","R","100","172.5","-12.5","15.0","12.8","22.6","18.3","6.3","96.3","62.5","16.0","8.0","15.0","11","1","0","0","0","1","0","2","McElhinny, M.W.","The palaeomagnetism of the Umkondo Lavas, eastern Southern Rhodesia","Geophys. JRAS","1966","10","375-381","Data tabulated by Gose et al. (2006) as slightly different due to error in their table.","0","https://doi.org/10.1111/j.1365-246X.1966.tb03065.x"
"10760","i","Middleburg dolerites -C","ZA","","Kalahari","-25.8","29.2","1090","1130","","a","APWP","1110","11","118","C","91","187.8","-1.7","8.7","28.6","15.1","12","0.9","90.9","62.3","46.1","4.3","8.7","6.1","0","1","1","0","1","1","4","Gose, W.A., Hanson, R.E., Dalziel, I.W.D., Pancake, J.A., Seidel, E.K.","Paleomagnetism of the 1.1 Ga Umkondo large igneous province in southern Africa","J. Geophys. Res.","2006","111","1-18","Tabulated by Gose et al. (2006) from data of Gose et al. (2006), Seidel (2004) and Jones & McElhinny (1966).","0","https://doi.org/10.1029/2005JB003897"
"10653","i","Umkondo dyke Dewaras, Zimbabwe","ZW","","Zimbabwe","-17.0","30.5","1104","1120","1111.8 ± 8.1, 1100 ± 270","g, d","De Kock et al. (2014), Hanson et al. (2004a)","1110","1","7*","N","0","10.6","9.3","11.6","27.8","15.4","12.3","4.7","85.3","65.1","55.6","5.9","11.7","8.3","1","0","1","0","1","1","4","Wilson, J.F., Jones, D.L., Kramers, J.D.","Mafic Dyke Swarms in Zimbabwe","Mafic Dyke Swarms, ed. H.C. Halls, W.F. Fahrig, Geol. Assoc. Can.","1987","book","433-444","","0",""
"2981","i","Logan dykes -R","CA","","Laurentia-Superior","48.3","270.9","1090","1130","","a","APWP","1110","4","23","R","100","134.0","-77.0","23.0","17.0","19.6","35.4","65.2","155.2","60.0","233.0","41.0","44.0","42.5","1","0","0","0","1","0","2","Robertson, W.A., Fahrig, W.F.","The Great Logan Paleomagnetic Loop - The polar wandering path from the Canadian Shield during the Neohelikian era","Can. J. Earth Sci.","1971","8","1355-1372","Nonantiparallelity with N dykes (1310) due to age difference. These dykes cut Logan R sills.","0","https://doi.org/10.1139/e71-125"
"10684","i","Lowermost Mamainse Point volcanics -R2","CA","","Laurentia-Superior","47.0","275.3","1100","1120","","a, corr.","APWP","1110","24","117","R","100","112.8","-72.5","3.2","88.7","8.6","14.4","57.8","147.8","49.5","227.0","5.0","5.6","5.3","0","1","1","1","1","0","4","Swanson-Hysell, N.L., Burgess, S.D., Maloof, A.C., Bowring, S.A.","Magmatic activity and plate motion during the latent stage of Midcontinent Rift development","Geology","2014","42","475-478","","0","https://doi.org/10.1130/G35271.1"
"3447","i","Umkondo dolerites","ZW","","Zimbabwe","-19.0","33.0","1109","1113","1111 ± 2","g","Hanson et al. (2004a)","1111","9","79","R","100","183.0","-10.0","7.0","50.0","11.5","9.2","5","95","65.0","40.0","4.0","7.0","5.3","1","1","1","0","1","0","4","McElhinny, M.W., Opdyke, N.D.","The paleomagnetism of the Precambrian dolerites of eastern Southern Rhodesia, an example of geologic correlation by rock magnetism","J. Geophys. Res.","1964","69","2465-2475","One site omitted. Data tabulated also by Gose et al. (2006). See Hanson et al. (2004) for U-Pb age information for Umkondo.","0","https://doi.org/10.1029/JZ069i012p02465"
"8140","i","Timbavati gabbros","ZA","","Kalahari","-25.2","31.2","1111","1112","1111.5 ± 0.4","g","Hanson et al. (2004a)","1112","5","27","R","100","187.0","-5.3","5.3","208.8","5.6","4.4","2.7","92.7","63.2","46.8","2.7","5.3","3.8","1","1","1","0","1","0","4","Hargraves, R.B., Hattingh, P.J., Onstott, T.C.","Palaeomagnetic results from the Timbavati Gabbros in the Kruger National Park, South Africa","S. Afr. J. Geol.","1994","97","114-118","From original data. Included in Timbavati table by Gose et al. (2006), where erroneously reported as slightly different.","0",""
"100194","i","Nipigon sills","CA","B","Laurentia-Superior","49.0","271.0","1092","1132","","a, corr.","APWP","1112","9","45","N","0","281.5","72.1","15.5","15.1","20.8","34.7","57.1","32.9","44.1","224.1","24.2","27.4","25.8","1","1","1","0","1","0","4","Middleton, R.S., Borradaile, G.J., Baker, D., Lucas, K.","Proterozoic diabase sills of northern Ontario: magnetic properties and history","J. Geophys. Res.","2004","109","B2","These steep N directions are isolated vector subtraction or Bingham-method directions, not PCA directions.","0","https://doi.org/10.1029/2003JB002581"
"10191","i","Timbavati gabbro -N","ZA","","Kalahari","-24.6","31.4","1102","1122","","a, g","APWP, Hanson et al. (2004a)","1112","1","8*","N","0","20.5","-3.7","16.2","12.7","22.7","18","1.9","91.9","59.9","75.5","8.1","16.2","11.5","0","0","1","0","1","1","3","Gose, W.A., Hanson, R.E., Dalziel, I.W.D., Pancake, J.A., Seidel, E.K.","Paleomagnetism of the 1.1 Ga Umkondo large igneous province in southern Africa","J. Geophys. Res.","2006","111","1-18","Data from Gose et al. (2006) and Seidel (2004), tabulated by Gose et al. (2006).","0","https://doi.org/10.1029/2005JB003897"
"2982","i","Logan sills","CA","","Laurentia-Superior","48.8","271.1","1106","1116","1108.8 +4/- 2, 1114.7 ± 1","g","Davis and Green (1997)","1112","12","51","R","100","107.0","-72.0","8.0","34.0","13.9","23.1","57","147","47.0","220.0","12.0","14.0","13","1","1","0","0","1","0","3","Robertson, W.A., Fahrig, W.F.","The Great Logan Paleomagnetic Loop - The polar wandering path from the Canadian Shield during the Neohelikian era","Can. J. Earth Sci.","1971","8","1355-1372","","0","https://doi.org/10.1139/e71-125"
"2653","s","Sibley group, baked by Logan sills","CA","","Laurentia-Superior","48.8","271.5","1092","1132","","corr.","R correlation","1112","5","17","R","100","151.0","-69.0","19.0","17.0","19.6","31","52.5","142.5","71.0","206.0","28.0","33.0","30.4","1","0","1","0","1","0","3","Robertson, W.A.","Pole position from thermally cleaned Sibley Group sediments and its relevance to Proterozoic magnetic stratigraphy","Can. J. Earth Sci.","1973","10","180-193","Age est. 1109 Ma. Sediments baked by Logan sills.","0","https://doi.org/10.1139/e73-020"
"10192","i","Timbavati gabbro -R","ZA","","Kalahari","-24.4","31.4","1111","1112","1111.5 ± 0.4","g","Hanson et al. (2004a)","1112","11","95","R","100","189.0","0.3","7.5","37.8","13.2","10.4","0.2","89.8","64.2","52.6","3.8","7.5","5.3","1","1","1","0","1","1","5","Gose, W.A., Hanson, R.E., Dalziel, I.W.D., Pancake, J.A., Seidel, E.K.","Paleomagnetism of the 1.1 Ga Umkondo large igneous province in southern Africa","J. Geophys. Res.","2006","111","1-18","Data from Gose et al. (2006), Seidel (2004), Hargraves et al. (1994) and Henthorn (1981), tabulated by Gose et al. (2006).","0","https://doi.org/10.1029/2005JB003897"
"8235","i","Coats Land nunataks","AN","","Coats Land","-77.9","325.5","1108","1116","1112 ± 4, 1113.5 +8/-6,  1106 ± 3","g","Gose et al. (1997)","1112","6","70","R","100","289.5","45.9","6.6","104.0","7.9","8.5","27.3","62.7","-22.9","260.3","8.4","5.4","6.7","1","1","1","0","0","0","3","Gose, W.A., Helper, M.A., Connelly, J.N., Hutson, F.E., Dalziel, I.W.D.","Paleomagnetic data and U-Pb isotopic age determinations from Coats Land, Antarctica: implications for late Proterozoic plate reconstructions","J. Geophys. Res.","1997","102","7887-7902","Perhaps coeval with Umkondo LIP.","0","https://doi.org/10.1029/96JB03595"
"10359","i","Empey Lake  Keweenawan overprints","CA","","Laurentia-Superior","49.2","269.2","1100","1120","","a","APWP","1112","6","?","R","100","112.3","-65.6","8.6","62.1","10.3","15.2","47.8","137.8","46.6","204.4","11.3","13.9","12.5","1","1","0","1","1","0","4","Ernst, R.E., Buchan, K.L., Heaman, L.M., Hart, T.R., Morgan, J.","Multidisciplinary Study of North- to North-Northeast-trending Dikes in the Region West of the Nipigon Embayment: Lake Nipigon Region Geoscience Initiative","Ontario Geol. Surv. Open File Report","2006","MRD194","21pp.","Probably Keweenawan R sill overprints.","0",""
"100091","i","Nipigon sills","CA","A","Laurentia-Superior","49.0","271.0","1106","1116","1108.8 +4/-2, 1106.6 ± 1.5","g","Davis and Sutcliffe (1985)","1112","15","206","R","100","120.7","-73.1","9.1","23.6","16.7","28.2","58.7","148.7","48.7","207.4","14.5","16.3","15.4","1","1","1","0","1","0","4","Middleton, R.S., Borradaile, G.J., Baker, D., Lucas, K.","Proterozoic diabase sills of northern Ontario: magnetic properties and history","J. Geophys. Res.","2004","109","B2","","0","https://doi.org/10.1029/2003JB002581"
